"","subject","activity","domain","dimension","component","instrument","jerk","magnitude","statistic","count","mean_value"
"4382","12","laying","frequency",NA,"body","accelerometer","jerk","magnitude","std",60,-0.961653004
"4383","12","laying","time","X","NA","gyroscope","NA","NA","mean",60,-0.0146546807316667
"4384","12","laying","time","X","NA","gyroscope","NA","NA","std",60,-0.966090742
"4385","12","laying","time","X","NA","gyroscope","jerk","NA","mean",60,-0.0990402297166667
"4386","12","laying","time","X","NA","gyroscope","jerk","NA","std",60,-0.9671982025
"4387","12","laying","time","X","body","accelerometer","NA","NA","mean",60,0.260113433
"4388","12","laying","time","X","body","accelerometer","NA","NA","std",60,-0.95531868
"4389","12","laying","time","X","body","accelerometer","jerk","NA","mean",60,0.0854295393833333
"4390","12","laying","time","X","body","accelerometer","jerk","NA","std",60,-0.969276283333333
"4391","12","laying","time","X","gravity","accelerometer","NA","NA","mean",60,-0.3785920653
"4392","12","laying","time","X","gravity","accelerometer","NA","NA","std",60,-0.936458309333333
"4393","12","laying","time","Y","NA","gyroscope","NA","NA","mean",60,-0.0835537350333333
"4394","12","laying","time","Y","NA","gyroscope","NA","NA","std",60,-0.953873893833333
"4395","12","laying","time","Y","NA","gyroscope","jerk","NA","mean",60,-0.0410675310833333
"4396","12","laying","time","Y","NA","gyroscope","jerk","NA","std",60,-0.965900370833333
"4397","12","laying","time","Y","body","accelerometer","NA","NA","mean",60,-0.0175203917146667
"4398","12","laying","time","Y","body","accelerometer","NA","NA","std",60,-0.949072009333333
"4399","12","laying","time","Y","body","accelerometer","jerk","NA","mean",60,0.00774408308
"4400","12","laying","time","Y","body","accelerometer","jerk","NA","std",60,-0.962639526833333
"4401","12","laying","time","Y","gravity","accelerometer","NA","NA","mean",60,0.8033788345
"4402","12","laying","time","Y","gravity","accelerometer","NA","NA","std",60,-0.974396492666667
"4403","12","laying","time","Z","NA","gyroscope","NA","NA","mean",60,0.14519184795
"4404","12","laying","time","Z","NA","gyroscope","NA","NA","std",60,-0.950157442166667
"4405","12","laying","time","Z","NA","gyroscope","jerk","NA","mean",60,-0.0678909002816667
"4406","12","laying","time","Z","NA","gyroscope","jerk","NA","std",60,-0.969953929666667
"4407","12","laying","time","Z","body","accelerometer","NA","NA","mean",60,-0.108160125666667
"4408","12","laying","time","Z","body","accelerometer","NA","NA","std",60,-0.9483338435
"4409","12","laying","time","Z","body","accelerometer","jerk","NA","mean",60,-0.0043714837772
"4410","12","laying","time","Z","body","accelerometer","jerk","NA","std",60,-0.970629308166667
"4411","12","laying","time","Z","gravity","accelerometer","NA","NA","mean",60,0.2750431984
"4412","12","laying","time","Z","gravity","accelerometer","NA","NA","std",60,-0.9596439555
"4413","12","laying","time",NA,"NA","gyroscope","NA","magnitude","mean",60,-0.9308405935
"4414","12","laying","time",NA,"NA","gyroscope","NA","magnitude","std",60,-0.935725715833333
"4415","12","laying","time",NA,"NA","gyroscope","jerk","magnitude","mean",60,-0.971067768833333
"4416","12","laying","time",NA,"NA","gyroscope","jerk","magnitude","std",60,-0.962012018333333
"4417","12","laying","time",NA,"body","accelerometer","NA","magnitude","mean",60,-0.9482046755
"4418","12","laying","time",NA,"body","accelerometer","NA","magnitude","std",60,-0.936542686833333
"4419","12","laying","time",NA,"body","accelerometer","jerk","magnitude","mean",60,-0.969843834166667
"4420","12","laying","time",NA,"body","accelerometer","jerk","magnitude","std",60,-0.962580915166667
"4421","12","laying","time",NA,"gravity","accelerometer","NA","magnitude","mean",60,-0.9482046755
"4422","12","laying","time",NA,"gravity","accelerometer","NA","magnitude","std",60,-0.936542686833333
"4423","12","sitting","frequency","X","NA","gyroscope","NA","NA","mean",51,-0.968528985294118
"4424","12","sitting","frequency","X","NA","gyroscope","NA","NA","std",51,-0.976339901372549
"4425","12","sitting","frequency","X","body","accelerometer","NA","NA","mean",51,-0.97966614372549
"4426","12","sitting","frequency","X","body","accelerometer","NA","NA","std",51,-0.98399947745098
"4427","12","sitting","frequency","X","body","accelerometer","jerk","NA","mean",51,-0.977109887058824
"4428","12","sitting","frequency","X","body","accelerometer","jerk","NA","std",51,-0.977980349019608
"4429","12","sitting","frequency","Y","NA","gyroscope","NA","NA","mean",51,-0.963725248823529
"4430","12","sitting","frequency","Y","NA","gyroscope","NA","NA","std",51,-0.959040695686274
"4431","12","sitting","frequency","Y","body","accelerometer","NA","NA","mean",51,-0.942768016862745
"4432","12","sitting","frequency","Y","body","accelerometer","NA","NA","std",51,-0.926033975686275
"4433","12","sitting","frequency","Y","body","accelerometer","jerk","NA","mean",51,-0.964236191372549
"4434","12","sitting","frequency","Y","body","accelerometer","jerk","NA","std",51,-0.966538919607843
"4435","12","sitting","frequency","Z","NA","gyroscope","NA","NA","mean",51,-0.955718183921569
"4436","12","sitting","frequency","Z","NA","gyroscope","NA","NA","std",51,-0.954769877647059
"4437","12","sitting","frequency","Z","body","accelerometer","NA","NA","mean",51,-0.954626628823529
"4438","12","sitting","frequency","Z","body","accelerometer","NA","NA","std",51,-0.935916958235294
"4439","12","sitting","frequency","Z","body","accelerometer","jerk","NA","mean",51,-0.975551564117647
"4440","12","sitting","frequency","Z","body","accelerometer","jerk","NA","std",51,-0.981408871764706
"4441","12","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","mean",51,-0.958511866666667
"4442","12","sitting","frequency",NA,"NA","gyroscope","NA","magnitude","std",51,-0.948460978823529
"4443","12","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",51,-0.97848445372549
"4444","12","sitting","frequency",NA,"NA","gyroscope","jerk","magnitude","std",51,-0.979256387058824
"4445","12","sitting","frequency",NA,"body","accelerometer","NA","magnitude","mean",51,-0.955944253137255
"4446","12","sitting","frequency",NA,"body","accelerometer","NA","magnitude","std",51,-0.950647188823529
"4447","12","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","mean",51,-0.971715268627451
"4448","12","sitting","frequency",NA,"body","accelerometer","jerk","magnitude","std",51,-0.972951443333333
"4449","12","sitting","time","X","NA","gyroscope","NA","NA","mean",51,-0.0424159182941176
"4450","12","sitting","time","X","NA","gyroscope","NA","NA","std",51,-0.974425351960784
"4451","12","sitting","time","X","NA","gyroscope","jerk","NA","mean",51,-0.0941023489803922
"4452","12","sitting","time","X","NA","gyroscope","jerk","NA","std",51,-0.977329927254902
"4453","12","sitting","time","X","body","accelerometer","NA","NA","mean",51,0.275007224901961
"4454","12","sitting","time","X","body","accelerometer","NA","NA","std",51,-0.982568781960784
"4455","12","sitting","time","X","body","accelerometer","jerk","NA","mean",51,0.0771277656078431
"4456","12","sitting","time","X","body","accelerometer","jerk","NA","std",51,-0.976494200784314
"4457","12","sitting","time","X","gravity","accelerometer","NA","NA","mean",51,0.926228975490196
"4458","12","sitting","time","X","gravity","accelerometer","NA","NA","std",51,-0.985203642352941
"4459","12","sitting","time","Y","NA","gyroscope","NA","NA","mean",51,-0.0751980398235294
"4460","12","sitting","time","Y","NA","gyroscope","NA","NA","std",51,-0.960497127647059
"4461","12","sitting","time","Y","NA","gyroscope","jerk","NA","mean",51,-0.0387477474705882
"4462","12","sitting","time","Y","NA","gyroscope","jerk","NA","std",51,-0.979347830784314
"4463","12","sitting","time","Y","body","accelerometer","NA","NA","mean",51,-0.0157892988523529
"4464","12","sitting","time","Y","body","accelerometer","NA","NA","std",51,-0.92858124
"4465","12","sitting","time","Y","body","accelerometer","jerk","NA","mean",51,0.0105990504054902
"4466","12","sitting","time","Y","body","accelerometer","jerk","NA","std",51,-0.964047461568627
"4467","12","sitting","time","Y","gravity","accelerometer","NA","NA","mean",51,0.0830509010823529
"4468","12","sitting","time","Y","gravity","accelerometer","NA","NA","std",51,-0.963641979215686
"4469","12","sitting","time","Z","NA","gyroscope","NA","NA","mean",51,0.0728462158235294
"4470","12","sitting","time","Z","NA","gyroscope","NA","NA","std",51,-0.951552533137255
"4471","12","sitting","time","Z","NA","gyroscope","jerk","NA","mean",51,-0.0515634091411765
"4472","12","sitting","time","Z","NA","gyroscope","jerk","NA","std",51,-0.977138953921569
"4473","12","sitting","time","Z","body","accelerometer","NA","NA","mean",51,-0.106307228960784
"4474","12","sitting","time","Z","body","accelerometer","NA","NA","std",51,-0.939661889019608
"4475","12","sitting","time","Z","body","accelerometer","jerk","NA","mean",51,-0.0020457599227451
"4476","12","sitting","time","Z","body","accelerometer","jerk","NA","std",51,-0.97911346627451
"4477","12","sitting","time","Z","gravity","accelerometer","NA","NA","mean",51,0.0885640696078431
"4478","12","sitting","time","Z","gravity","accelerometer","NA","NA","std",51,-0.956208629607843
"4479","12","sitting","time",NA,"NA","gyroscope","NA","magnitude","mean",51,-0.941907240784314
"4480","12","sitting","time",NA,"NA","gyroscope","NA","magnitude","std",51,-0.946769241568627
"4481","12","sitting","time",NA,"NA","gyroscope","jerk","magnitude","mean",51,-0.980392337647059
"4482","12","sitting","time",NA,"NA","gyroscope","jerk","magnitude","std",51,-0.978260535882353
"4483","12","sitting","time",NA,"body","accelerometer","NA","magnitude","mean",51,-0.952176621372549
"4484","12","sitting","time",NA,"body","accelerometer","NA","magnitude","std",51,-0.947517100196078
"4485","12","sitting","time",NA,"body","accelerometer","jerk","magnitude","mean",51,-0.974734489803922
"4486","12","sitting","time",NA,"body","accelerometer","jerk","magnitude","std",51,-0.972745892745098
"4487","12","sitting","time",NA,"gravity","accelerometer","NA","magnitude","mean",51,-0.952176621372549
"4488","12","sitting","time",NA,"gravity","accelerometer","NA","magnitude","std",51,-0.947517100196078
"4489","12","standing","frequency","X","NA","gyroscope","NA","NA","mean",61,-0.890292711147541
"4490","12","standing","frequency","X","NA","gyroscope","NA","NA","std",61,-0.884385204098361
"4491","12","standing","frequency","X","body","accelerometer","NA","NA","mean",61,-0.976469472295082
"4492","12","standing","frequency","X","body","accelerometer","NA","NA","std",61,-0.983647207377049
"4493","12","standing","frequency","X","body","accelerometer","jerk","NA","mean",61,-0.971971634098361
"4494","12","standing","frequency","X","body","accelerometer","jerk","NA","std",61,-0.975581439016393
"4495","12","standing","frequency","Y","NA","gyroscope","NA","NA","mean",61,-0.948251856721312
"4496","12","standing","frequency","Y","NA","gyroscope","NA","NA","std",61,-0.938529853770492
"4497","12","standing","frequency","Y","body","accelerometer","NA","NA","mean",61,-0.932775677704918
"4498","12","standing","frequency","Y","body","accelerometer","NA","NA","std",61,-0.922852028360656
"4499","12","standing","frequency","Y","body","accelerometer","jerk","NA","mean",61,-0.95329178
"4500","12","standing","frequency","Y","body","accelerometer","jerk","NA","std",61,-0.95666634442623
"4501","12","standing","frequency","Z","NA","gyroscope","NA","NA","mean",61,-0.95260195295082
"4502","12","standing","frequency","Z","NA","gyroscope","NA","NA","std",61,-0.954335764426229
"4503","12","standing","frequency","Z","body","accelerometer","NA","NA","mean",61,-0.947178200163934
"4504","12","standing","frequency","Z","body","accelerometer","NA","NA","std",61,-0.914189183770492
"4505","12","standing","frequency","Z","body","accelerometer","jerk","NA","mean",61,-0.971122527868852
"4506","12","standing","frequency","Z","body","accelerometer","jerk","NA","std",61,-0.978792832786885
"4507","12","standing","frequency",NA,"NA","gyroscope","NA","magnitude","mean",61,-0.902356765573771
"4508","12","standing","frequency",NA,"NA","gyroscope","NA","magnitude","std",61,-0.850033171967213
"4509","12","standing","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",61,-0.963059791967213
"4510","12","standing","frequency",NA,"NA","gyroscope","jerk","magnitude","std",61,-0.962909739016393
"4511","12","standing","frequency",NA,"body","accelerometer","NA","magnitude","mean",61,-0.945217802786885
"4512","12","standing","frequency",NA,"body","accelerometer","NA","magnitude","std",61,-0.939741929016393
"4513","12","standing","frequency",NA,"body","accelerometer","jerk","magnitude","mean",61,-0.960859009508197
"4514","12","standing","frequency",NA,"body","accelerometer","jerk","magnitude","std",61,-0.964145595245902
"4515","12","standing","time","X","NA","gyroscope","NA","NA","mean",61,-0.0300030427426229
"4516","12","standing","time","X","NA","gyroscope","NA","NA","std",61,-0.883655251803279
"4517","12","standing","time","X","NA","gyroscope","jerk","NA","mean",61,-0.0976380412377049
"4518","12","standing","time","X","NA","gyroscope","jerk","NA","std",61,-0.955415641803279
"4519","12","standing","time","X","body","accelerometer","NA","NA","mean",61,0.277405834918033
"4520","12","standing","time","X","body","accelerometer","NA","NA","std",61,-0.981243992459016
"4521","12","standing","time","X","body","accelerometer","jerk","NA","mean",61,0.0744631761967213
"4522","12","standing","time","X","body","accelerometer","jerk","NA","std",61,-0.972440195081967
"4523","12","standing","time","X","gravity","accelerometer","NA","NA","mean",61,0.957317821803279
"4524","12","standing","time","X","gravity","accelerometer","NA","NA","std",61,-0.985314210491803
"4525","12","standing","time","Y","NA","gyroscope","NA","NA","mean",61,-0.0700083750360656
"4526","12","standing","time","Y","NA","gyroscope","NA","NA","std",61,-0.941469207540984
"4527","12","standing","time","Y","NA","gyroscope","jerk","NA","mean",61,-0.0409520826508197
"4528","12","standing","time","Y","NA","gyroscope","jerk","NA","std",61,-0.971195487377049
"4529","12","standing","time","Y","body","accelerometer","NA","NA","mean",61,-0.0169002543196721
"4530","12","standing","time","Y","body","accelerometer","NA","NA","std",61,-0.923140254098361
"4531","12","standing","time","Y","body","accelerometer","jerk","NA","mean",61,0.0100480041062295
"4532","12","standing","time","Y","body","accelerometer","jerk","NA","std",61,-0.953203115409836
"4533","12","standing","time","Y","gravity","accelerometer","NA","NA","mean",61,-0.21886535557377
"4534","12","standing","time","Y","gravity","accelerometer","NA","NA","std",61,-0.970482614590164
"4535","12","standing","time","Z","NA","gyroscope","NA","NA","mean",61,0.074256819
"4536","12","standing","time","Z","NA","gyroscope","NA","NA","std",61,-0.950364757540984
"4537","12","standing","time","Z","NA","gyroscope","jerk","NA","mean",61,-0.0482863736885246
"4538","12","standing","time","Z","NA","gyroscope","jerk","NA","std",61,-0.973689389672131
"4539","12","standing","time","Z","body","accelerometer","NA","NA","mean",61,-0.105526999754098
"4540","12","standing","time","Z","body","accelerometer","NA","NA","std",61,-0.920684800114754
"4541","12","standing","time","Z","body","accelerometer","jerk","NA","mean",61,-0.00788131384131148
"4542","12","standing","time","Z","body","accelerometer","jerk","NA","std",61,-0.975556976885246
"4543","12","standing","time","Z","gravity","accelerometer","NA","NA","mean",61,-0.0395382767304918
"4544","12","standing","time","Z","gravity","accelerometer","NA","NA","std",61,-0.939534099016393
"4545","12","standing","time",NA,"NA","gyroscope","NA","magnitude","mean",61,-0.888101372786885
"4546","12","standing","time",NA,"NA","gyroscope","NA","magnitude","std",61,-0.852271618032787
"4547","12","standing","time",NA,"NA","gyroscope","jerk","magnitude","mean",61,-0.969289973606557
"4548","12","standing","time",NA,"NA","gyroscope","jerk","magnitude","std",61,-0.961923171967213
"4549","12","standing","time",NA,"body","accelerometer","NA","magnitude","mean",61,-0.941459935081967
"4550","12","standing","time",NA,"body","accelerometer","NA","magnitude","std",61,-0.935232945245902
"4551","12","standing","time",NA,"body","accelerometer","jerk","magnitude","mean",61,-0.968790683278689
"4552","12","standing","time",NA,"body","accelerometer","jerk","magnitude","std",61,-0.962678857213115
"4553","12","standing","time",NA,"gravity","accelerometer","NA","magnitude","mean",61,-0.941459935081967
"4554","12","standing","time",NA,"gravity","accelerometer","NA","magnitude","std",61,-0.935232945245902
"4555","12","walking","frequency","X","NA","gyroscope","NA","NA","mean",50,-0.4019759318
"4556","12","walking","frequency","X","NA","gyroscope","NA","NA","std",50,-0.5931428818
"4557","12","walking","frequency","X","body","accelerometer","NA","NA","mean",50,-0.05435763951
"4558","12","walking","frequency","X","body","accelerometer","NA","NA","std",50,-0.160707260634
"4559","12","walking","frequency","X","body","accelerometer","jerk","NA","mean",50,-0.08161979534
"4560","12","walking","frequency","X","body","accelerometer","jerk","NA","std",50,-0.03105929456
"4561","12","walking","frequency","Y","NA","gyroscope","NA","NA","mean",50,-0.4678863378
"4562","12","walking","frequency","Y","NA","gyroscope","NA","NA","std",50,-0.4437983296
"4563","12","walking","frequency","Y","body","accelerometer","NA","NA","mean",50,-0.071302455092
"4564","12","walking","frequency","Y","body","accelerometer","NA","NA","std",50,-0.20851528006
"4565","12","walking","frequency","Y","body","accelerometer","jerk","NA","mean",50,-0.1413740705982
"4566","12","walking","frequency","Y","body","accelerometer","jerk","NA","std",50,-0.094056408433
"4567","12","walking","frequency","Z","NA","gyroscope","NA","NA","mean",50,-0.31728248436
"4568","12","walking","frequency","Z","NA","gyroscope","NA","NA","std",50,-0.4222565212
"4569","12","walking","frequency","Z","body","accelerometer","NA","NA","mean",50,-0.4223253002
"4570","12","walking","frequency","Z","body","accelerometer","NA","NA","std",50,-0.4521466944
"4571","12","walking","frequency","Z","body","accelerometer","jerk","NA","mean",50,-0.4913861728
"4572","12","walking","frequency","Z","body","accelerometer","jerk","NA","std",50,-0.5314863218
"4573","12","walking","frequency",NA,"NA","gyroscope","NA","magnitude","mean",50,-0.442503784
"4574","12","walking","frequency",NA,"NA","gyroscope","NA","magnitude","std",50,-0.4948022154
"4575","12","walking","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",50,-0.5611764414
"4576","12","walking","frequency",NA,"NA","gyroscope","jerk","magnitude","std",50,-0.5649340126
"4577","12","walking","frequency",NA,"body","accelerometer","NA","magnitude","mean",50,-0.153116002784
"4578","12","walking","frequency",NA,"body","accelerometer","NA","magnitude","std",50,-0.4088962994
"4579","12","walking","frequency",NA,"body","accelerometer","jerk","magnitude","mean",50,-0.029912425338
"4580","12","walking","frequency",NA,"body","accelerometer","jerk","magnitude","std",50,-0.013953908696
"4581","12","walking","time","X","NA","gyroscope","NA","NA","mean",50,-0.1045136708758
"4582","12","walking","time","X","NA","gyroscope","NA","NA","std",50,-0.5462634706
"4583","12","walking","time","X","NA","gyroscope","jerk","NA","mean",50,-0.06223893174
"4584","12","walking","time","X","NA","gyroscope","jerk","NA","std",50,-0.3908072382
"4585","12","walking","time","X","body","accelerometer","NA","NA","mean",50,0.2771286656
"4586","12","walking","time","X","body","accelerometer","NA","NA","std",50,-0.128898533096
"4587","12","walking","time","X","body","accelerometer","jerk","NA","mean",50,0.045764401482
"4588","12","walking","time","X","body","accelerometer","jerk","NA","std",50,-0.01350661106
"4589","12","walking","time","X","gravity","accelerometer","NA","NA","mean",50,0.9668735148
"4590","12","walking","time","X","gravity","accelerometer","NA","NA","std",50,-0.97911312
"4591","12","walking","time","Y","NA","gyroscope","NA","NA","mean",50,-0.03442910782
"4592","12","walking","time","Y","NA","gyroscope","NA","NA","std",50,-0.4494013978
"4593","12","walking","time","Y","NA","gyroscope","jerk","NA","mean",50,-0.049852604592
"4594","12","walking","time","Y","NA","gyroscope","jerk","NA","std",50,-0.581290691
"4595","12","walking","time","Y","body","accelerometer","NA","NA","mean",50,-0.015560927606
"4596","12","walking","time","Y","body","accelerometer","NA","NA","std",50,-0.122783290008
"4597","12","walking","time","Y","body","accelerometer","jerk","NA","mean",50,0.0197766948336
"4598","12","walking","time","Y","body","accelerometer","jerk","NA","std",50,-0.089404968585
"4599","12","walking","time","Y","gravity","accelerometer","NA","NA","mean",50,-0.1559834498
"4600","12","walking","time","Y","gravity","accelerometer","NA","NA","std",50,-0.9646191738
"4601","12","walking","time","Z","NA","gyroscope","NA","NA","mean",50,0.0999739123004
"4602","12","walking","time","Z","NA","gyroscope","NA","NA","std",50,-0.35017028664
"4603","12","walking","time","Z","NA","gyroscope","jerk","NA","mean",50,-0.0467338151926
"4604","12","walking","time","Z","NA","gyroscope","jerk","NA","std",50,-0.4806421996
"4605","12","walking","time","Z","body","accelerometer","NA","NA","mean",50,-0.10316110632
"4606","12","walking","time","Z","body","accelerometer","NA","NA","std",50,-0.4106060626
"4607","12","walking","time","Z","body","accelerometer","jerk","NA","mean",50,0.005025870328
"4608","12","walking","time","Z","body","accelerometer","jerk","NA","std",50,-0.512276838
"4609","12","walking","time","Z","gravity","accelerometer","NA","NA","mean",50,-0.03608428788
"4610","12","walking","time","Z","gravity","accelerometer","NA","NA","std",50,-0.9502762272
"4611","12","walking","time",NA,"NA","gyroscope","NA","magnitude","mean",50,-0.35593036512
"4612","12","walking","time",NA,"NA","gyroscope","NA","magnitude","std",50,-0.4132083408
"4613","12","walking","time",NA,"NA","gyroscope","jerk","magnitude","mean",50,-0.5174937754
"4614","12","walking","time",NA,"NA","gyroscope","jerk","magnitude","std",50,-0.5488904506
"4615","12","walking","time",NA,"body","accelerometer","NA","magnitude","mean",50,-0.102204550448
"4616","12","walking","time",NA,"body","accelerometer","NA","magnitude","std",50,-0.23697286882
"4617","12","walking","time",NA,"body","accelerometer","jerk","magnitude","mean",50,-0.144064922688
"4618","12","walking","time",NA,"body","accelerometer","jerk","magnitude","std",50,-0.02028505044
"4619","12","walking","time",NA,"gravity","accelerometer","NA","magnitude","mean",50,-0.102204550448
"4620","12","walking","time",NA,"gravity","accelerometer","NA","magnitude","std",50,-0.23697286882
"4621","12","walking_downstairs","frequency","X","NA","gyroscope","NA","NA","mean",46,-0.178856167345652
"4622","12","walking_downstairs","frequency","X","NA","gyroscope","NA","NA","std",46,-0.4223632375
"4623","12","walking_downstairs","frequency","X","body","accelerometer","NA","NA","mean",46,0.0235049348717391
"4624","12","walking_downstairs","frequency","X","body","accelerometer","NA","NA","std",46,0.0483347068913043
"4625","12","walking_downstairs","frequency","X","body","accelerometer","jerk","NA","mean",46,-0.00701472271717392
"4626","12","walking_downstairs","frequency","X","body","accelerometer","jerk","NA","std",46,-0.072311431676087
"4627","12","walking_downstairs","frequency","Y","NA","gyroscope","NA","NA","mean",46,-0.420631474130435
"4628","12","walking_downstairs","frequency","Y","NA","gyroscope","NA","NA","std",46,-0.518923134565217
"4629","12","walking_downstairs","frequency","Y","body","accelerometer","NA","NA","mean",46,0.150510001156522
"4630","12","walking_downstairs","frequency","Y","body","accelerometer","NA","NA","std",46,0.016749510173913
"4631","12","walking_downstairs","frequency","Y","body","accelerometer","jerk","NA","mean",46,0.00639406888695652
"4632","12","walking_downstairs","frequency","Y","body","accelerometer","jerk","NA","std",46,0.0515123126413043
"4633","12","walking_downstairs","frequency","Z","NA","gyroscope","NA","NA","mean",46,-0.212767364326087
"4634","12","walking_downstairs","frequency","Z","NA","gyroscope","NA","NA","std",46,-0.448512990434783
"4635","12","walking_downstairs","frequency","Z","body","accelerometer","NA","NA","mean",46,-0.402121221521739
"4636","12","walking_downstairs","frequency","Z","body","accelerometer","NA","NA","std",46,-0.48739012673913
"4637","12","walking_downstairs","frequency","Z","body","accelerometer","jerk","NA","mean",46,-0.451614324565217
"4638","12","walking_downstairs","frequency","Z","body","accelerometer","jerk","NA","std",46,-0.544461425869565
"4639","12","walking_downstairs","frequency",NA,"NA","gyroscope","NA","magnitude","mean",46,-0.344938419969565
"4640","12","walking_downstairs","frequency",NA,"NA","gyroscope","NA","magnitude","std",46,-0.423553971956522
"4641","12","walking_downstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","mean",46,-0.458227490826087
"4642","12","walking_downstairs","frequency",NA,"NA","gyroscope","jerk","magnitude","std",46,-0.486780424347826
"4643","12","walking_downstairs","frequency",NA,"body","accelerometer","NA","magnitude","mean",46,0.148017269434783
"4644","12","walking_downstairs","frequency",NA,"body","accelerometer","NA","magnitude","std",46,-0.105124972078261
"4645","12","walking_downstairs","frequency",NA,"body","accelerometer","jerk","magnitude","mean",46,0.0769968373
"4646","12","walking_downstairs","frequency",NA,"body","accelerometer","jerk","magnitude","std",46,0.0420631251108696
"4647","12","walking_downstairs","time","X","NA","gyroscope","NA","NA","mean",46,-0.112531564434783
"4648","12","walking_downstairs","time","X","NA","gyroscope","NA","NA","std",46,-0.362143061643478
"4649","12","walking_downstairs","time","X","NA","gyroscope","jerk","NA","mean",46,-0.0264668968652174
"4650","12","walking_downstairs","time","X","NA","gyroscope","jerk","NA","std",46,-0.278608163891304
"4651","12","walking_downstairs","time","X","body","accelerometer","NA","NA","mean",46,0.281521097391304
"4652","12","walking_downstairs","time","X","body","accelerometer","NA","NA","std",46,0.0424084916086956
"4653","12","walking_downstairs","time","X","body","accelerometer","jerk","NA","mean",46,0.0621500251717391
"4654","12","walking_downstairs","time","X","body","accelerometer","jerk","NA","std",46,0.00631914373913043
"4655","12","walking_downstairs","time","X","gravity","accelerometer","NA","NA","mean",46,0.949861980652174
"4656","12","walking_downstairs","time","X","gravity","accelerometer","NA","NA","std",46,-0.959504017391304
"4657","12","walking_downstairs","time","Y","NA","gyroscope","NA","NA","mean",46,-0.0427336692521739
"4658","12","walking_downstairs","time","Y","NA","gyroscope","NA","NA","std",46,-0.47628774326087
"4659","12","walking_downstairs","time","Y","NA","gyroscope","jerk","NA","mean",46,-0.0609177195869565
"4660","12","walking_downstairs","time","Y","NA","gyroscope","jerk","NA","std",46,-0.517479109130435
"4661","12","walking_downstairs","time","Y","body","accelerometer","NA","NA","mean",46,-0.018084266865793
"4662","12","walking_downstairs","time","Y","body","accelerometer","NA","NA","std",46,0.11083534373913
"4663","12","walking_downstairs","time","Y","body","accelerometer","jerk","NA","mean",46,-0.0119289154608696
"4664","12","walking_downstairs","time","Y","body","accelerometer","jerk","NA","std",46,0.0629216671304348
"4665","12","walking_downstairs","time","Y","gravity","accelerometer","NA","NA","mean",46,-0.178702175434783
"4666","12","walking_downstairs","time","Y","gravity","accelerometer","NA","NA","std",46,-0.94329842826087
"4667","12","walking_downstairs","time","Z","NA","gyroscope","NA","NA","mean",46,0.0895434978391304
"4668","12","walking_downstairs","time","Z","NA","gyroscope","NA","NA","std",46,-0.337806681456522
"4669","12","walking_downstairs","time","Z","NA","gyroscope","jerk","NA","mean",46,-0.0653239980021739
"4670","12","walking_downstairs","time","Z","NA","gyroscope","jerk","NA","std",46,-0.365232197456522
"4671","12","walking_downstairs","time","Z","body","accelerometer","NA","NA","mean",46,-0.10955593226087
"4672","12","walking_downstairs","time","Z","body","accelerometer","NA","NA","std",46,-0.425017413478261
"4673","12","walking_downstairs","time","Z","body","accelerometer","jerk","NA","mean",46,0.00485262425869565
"4674","12","walking_downstairs","time","Z","body","accelerometer","jerk","NA","std",46,-0.498655793478261
"4675","12","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","mean",46,-0.0561050624630435
"4676","12","walking_downstairs","time","Z","gravity","accelerometer","NA","NA","std",46,-0.935399348043478
"4677","12","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","mean",46,-0.213351510686957
"4678","12","walking_downstairs","time",NA,"NA","gyroscope","NA","magnitude","std",46,-0.32045862629
"4679","12","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","mean",46,-0.442831079130435
"4680","12","walking_downstairs","time",NA,"NA","gyroscope","jerk","magnitude","std",46,-0.452449935
"4681","12","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","mean",46,0.0183139429630435
"4682","12","walking_downstairs","time",NA,"body","accelerometer","NA","magnitude","std",46,0.0972608274652174
"4683","12","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","mean",46,-0.107091019565217
"4684","12","walking_downstairs","time",NA,"body","accelerometer","jerk","magnitude","std",46,0.0655781271934783
"4685","12","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","mean",46,0.0183139429630435
"4686","12","walking_downstairs","time",NA,"gravity","accelerometer","NA","magnitude","std",46,0.0972608274652174
"4687","12","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","mean",52,-0.426360331538462
"4688","12","walking_upstairs","frequency","X","NA","gyroscope","NA","NA","std",52,-0.5604629635
"4689","12","walking_upstairs","frequency","X","body","accelerometer","NA","NA","mean",52,-0.321447925192308
"4690","12","walking_upstairs","frequency","X","body","accelerometer","NA","NA","std",52,-0.278929748076923
"4691","12","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","mean",52,-0.385843754230769
"4692","12","walking_upstairs","frequency","X","body","accelerometer","jerk","NA","std",52,-0.39060122
